month,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#date+month,#event+id,,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
2019-08,5928742,50,BGD16509,16509,2019-08-26,2019,1,Riots,Mob violence,Rioters (Bangladesh),,5,Civilians (Bangladesh),Health Workers (Bangladesh),7,57,Southern Asia,Bangladesh,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3683,90.3458,2,Daily Star (Bangladesh),National,"On Aug 26, relatives of a deceased school boy vandalized Patuakhali hospital (Sadar upazila, Patuakhali) alleging doctor's negligence in handling the case. [size=no report]",0,1567533969,BGD
2019-08,5928743,50,BGD16510,16510,2019-08-26,2019,1,Violence against civilians,Attack,BCL: Bangladesh Chhatra League,Students (Bangladesh),3,Civilians (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),7,37,Southern Asia,Bangladesh,Chittagong,Chittagong,Chittagong,Chittagong,22.3571,91.7823,1,United News of Bangladesh,National,"On Aug 26, a cadre of BCL was stabbed to death by rivals in front of MES college in Chittagong city (Sadar upazila, Chittagong) over intra-party rivalry.",1,1567533969,BGD
2019-08,5930748,356,IND60884,60884,2019-08-26,2019,1,Riots,Mob violence,Rioters (India),Students (India); Khasi Ethnic Group (India),5,Rioters (India),Students (India); Unidentified Communal Group (India),5,55,Southern Asia,India,Tripura,West Tripura,Agartala,Agartala,23.8330,91.2864,1,East Mojo,Subnational,"On 26 August, clashes between students of ICFAI University broke out in Agartala town (West Tripura district, Tripura) after a Khasi girl was misbehaved by a local student. [size=no report]",0,1567533973,IND
2019-08,5930775,356,IND60911,60911,2019-08-26,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,,,0,50,Southern Asia,India,Odisha,Cuttack,Cuttack,Cuttack,20.4636,85.8826,1,Odisha Sun Times,Subnational,"On 26 August, students demonstrated at their college campus in Cuttack (Cuttack, Odisha) against the unavailability of food in the college canteen. They locked the main gate of the campus and burned tires outside the college. [size=no report]",0,1567533973,IND
2019-08,5930776,356,IND60912,60912,2019-08-26,2019,1,Riots,Violent demonstration,Rioters (India),Students (India); Women (India); ABVP: Akhil Bharatiya Vidyarthi Parishad,5,Rioters (India),Students (India); Women (India),5,55,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Odisha Sun Times,Subnational,"On 26 August, ABVP students of a women's university in Bhubaneswar (Khordha, Odisha) locked up the main gate demonstrating against cancellation of students union poll this year. Two groups of students clashed after rioters smeared ink on posters of Higher Education Minister, holding him responsible for such decision. [size=no report]",0,1567533973,IND
2019-08,5932153,356,IND61101,61101,2019-08-26,2019,1,Riots,Mob violence,Rioters (India),SFI: Students Federation of India; Students (India),5,ABVP: Akhil Bharatiya Vidyarthi Parishad,Students (India),3,35,Southern Asia,India,Himachal Pradesh,Mandi,Mandi,Mandi,31.7119,76.9327,1,Chandigarh Tribune,Subnational,"On 26 August, SFI and ABVP members clashed on the Government Vallabh College campus in Mandi town (Himachal Pradesh) while the SFI members were planning a demonstration. The ABVP members were armed with sharp weapons; 4 people were injured. [size=at least 4]",0,1567533974,IND
2019-08,5932156,356,IND61104,61104,2019-08-26,2019,1,Riots,Mob violence,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,Times of India,National,"On 26 August, students affiliated with the Satyam group clashed with police personnel during a show of strength at DAV college in Dehradun city (Uttarakhand). Members manhandled staff and police personnel used mild lathi-charge to disperse the rioters. No injuries were reported. [size=no report]",0,1567533974,IND
2019-08,5932383,524,NEP6488,6488,2019-08-26,2019,1,Riots,Mob violence,Rioters (Nepal),,5,Rioters (Nepal),,5,55,Southern Asia,Nepal,Central,Janakpur,Sarlahi,Haripurwa,26.8942,85.6881,1,Janakpur Today,Subnational,"On August 26, two groups of parents clashed with each other over a dispute at a parent's meeting organized by the Keshwar Garib Janata Secondary School in Haripurwa Municipality (Sarlahi district, Janakpur). Two persons were injured in the incident. [size=at least 2]",0,1567533975,NPL
2019-08,5928736,50,BGD16503,16503,2019-08-25,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.7050,90.3701,1,New Nation (Bangladesh),National,"On Aug 25, at least 8 people were injured in a clash between two groups of rioting BCL factions at Gournadi Government College, Barisal city (Sadar upazila, Barisal) over a trivial matter. [size=at least 8]",0,1567533969,BGD
2019-08,5928738,50,BGD16505,16505,2019-08-25,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Khulna,Kushtia,Kushtia,Kushtia,23.9028,89.1194,1,Daily Star (Bangladesh),National,"On Aug 25, at least 20 people were injured in a clash between two rioting groups of BCL at Islamic University (Sadar upazila, Kushtia) over intra-party rivalry. Several crude bombs were blasted and police was called to control the situation. [size=at least 20]",0,1567533969,BGD
2019-08,6048575,760,SYR66518,66518,2019-08-25,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Force,,1,Civilians (Syria),,7,17,Middle East,Syria,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Halbeh,35.5688,36.7827,1,SOHR; SNHR,Local partner-Other,"On 25 August 2019, regime warplanes carried out air raids on the town of Halbeh which killed a civilian. Regime helicopters dropped several barrel bombs on Halbeh elementary school, also known as Al-Shourouk school, causing partial damage to the school building and extensive damage to the furniture.",1,1571164403,SYR
2019-08,6125649,760,SYR66512,66512,2019-08-24,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Force,,1,,,0,10,Middle East,Syria,Idleb,Al Ma'ra,Khan Shaykun,Nqeir,35.4995,36.5406,1,SNHR,Local partner-Other,"On 24 August 2019, regime warplanes carried out air raids on Nqeir town in Idleb. Some of the strikes targeted Ja'far Ibn Abi Talib school in Nqeir, partially destroying the school's building and causing extensive damage to the furniture. Neither injuries nor fatalities were reported.",0,1571164640,SYR
2019-08,5726477,566,NIG15223,15223,2019-08-22,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Teachers (Nigeria),7,37,Western Africa,Nigeria,Rivers,Khana,,Bori,4.6737,7.3620,2,Nigeria Punch,National,"On August 22nd, unknown gunmen (accused of being cultists) attacked two locations in the area of Khana (Rivers state, coordinates for Bori used at prec2), killing six (one of whom died of their injuries after the attack), and injuring an unspecified number. A school and the house of a professor were also torched.",6,1567450155,NGA
2019-08,5726800,710,SAF11516,11516,2019-08-22,2019,2,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Tshepisong,-26.1898,27.8014,1,Times (South Africa),National,"22 August. Students of the Onkgopotse Tiro Combined School, near Mafikeng staged a demonstration at the school, since Monday, over the poor condition of school busses and demanded the eviction of teachers from the teacher houses so that students can live in the houses. The demonstrators burnt tyres at the school and disrupted classes. [size=no report].",0,1567450155,ZAF
2019-08,5931094,524,NEP6465,6465,2019-08-22,2019,1,Riots,Mob violence,Rioters (Nepal),Teachers (Nepal),5,Civilians (Nepal),Students (Nepal),7,57,Southern Asia,Nepal,East,Mechi,Jhapa,Birtamod,26.6440,87.9930,1,Blast Khabar,National,"On August 22, a teacher of Everest Smart School severely assaulted a student in Birtamod Municipality (Jhapa district, Mechi). The student suffered injuries and broke his leg following the incident. [size=1]",0,1567533973,NPL
2019-08,6131950,854,BFO1949,1949,2019-08-21,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Burkina Faso),Tuareg Ethnic Group (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Oudalan,Gorom-Gorom,Darkoye Kell Essuk,14.7011,-0.1370,1,Whatsapp,New media,"On August 21, suspected JNIM and/or ISGS militants seized supplies at a school in Darkoye Kell Essuk (a Tuareg community) and livestock belonging to a municipal councillor.",0,1571164648,BFA
2019-08,5726793,710,SAF11509,11509,2019-08-21,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Ugu,Umdoni,Umzinto,-30.3109,30.6623,1,Post (South Africa); Citizen (South Africa),National,"21 August. Students from the Roseville Secondary School pupils, Umzinto have been demonstrating at the school. The school have been closed for a week due to demonstrations and disruptions. The school entrance has been barricaded with trees and logs. [size=400].",0,1567450155,ZAF
2019-08,5727583,729,SUD13105,13105,2019-08-21,2019,1,Violence against civilians,Sexual violence,Darfur Communal Militia (Sudan),Pastoralists (Sudan),4,Civilians (Sudan),Women (Sudan); Farmers (Sudan); Students (Sudan); Refugees/IDPs (Sudan),7,47,Northern Africa,Sudan,South Darfur,Marshang,,Korole/Teiga Camp,12.7209,24.8147,2,Radio Dabanga,National,"On August 21st, three armed men (suspected of being pastoralists) attacked three schoolgirls who were farming near Teiga IDP camp (South Darfur state, coordinates used at prec2). Two of the victims escaped, the other was repeatedly raped.",0,1567450156,SDN
2019-08,6048502,760,SYR66325,66325,2019-08-21,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Force,,1,Civilians (Syria),,7,17,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Bashiriyah,35.8542,36.4055,1,SOHR; Liveuamap; SNHR,Local partner-Other,"On 21 August 2019, regime warplanes carried out airstrikes on Bashiriyah in Idleb, killing 3 civilians, including 1 child, and wounding several others. Some of the strikes targeted the Bashiriyah primary school, partially destroying the school building and damaging some of the school's furniture.",3,1571164403,SYR
2019-08,6123226,760,SYR66367,66367,2019-08-21,2019,3,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.3290,3,SNHR,Local partner-Other,"As reported on 21 August 2019, a civilian from Jarjnaz in Idleb died under torture in an unidentified regime prison, coded to Sidnaya Military Prison. The civilian was arrested at an unidentified university on 22/11/2012",1,1571164637,SYR
2019-08,5930594,356,IND60723,60723,2019-08-21,2019,1,Battles,Armed clash,ABVP: Akhil Bharatiya Vidyarthi Parishad,Students (India),3,TMCP: Trinamool Chhatra Parishad,Students (India),3,33,Southern Asia,India,West Bengal,North 24 Parganas,Barrackpore,Naihati,22.8927,88.4221,1,Times of India,National,"On 21 August, an armed clash broke out between ABVP and TMCP supporters in Naihati city of Barrackpore Municipality (North 24 Parganas district, West Bengal) due to a conflict between college students. Both parties used firing weapons and crude bombs against each other. 5 persons were injured in the encounter.",0,1567533973,IND
2019-08,5963676,356,IND61327,61327,2019-08-21,2019,1,Riots,Mob violence,Rioters (India),Vigilante Group (India); Labour Group (India),5,Civilians (India),Labour Group (India),7,57,Southern Asia,India,Maharashtra,Thane,Palghar,Boisar,19.8036,72.7559,1,Times of India,National,"On 21 August, a school bus driver was beaten up by a mob in Boisar (Thane, Maharashtra) on the suspicion of theft of bus parts by a rival bus operator. The man succumbed to his injuries on 1 September. [size=no report]",1,1568132614,IND
2019-08,6256285,710,SAF11508,11508,2019-08-21,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Amathole,Nkonkobe,Alice,-32.7875,26.8344,1,Cape Argus,National,21 August. Demonstration action have been reported at the University of Fort Hare (UFH) Alice campus. Students threw stones at police vehicles and other vehicles. Five students have been injured after police used rubber bullets to disperse the crowd. [size=no report].,0,1572403705,ZAF
2019-08,6026219,4,AFG23693,23693,2019-08-20,2019,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Afghanistan),,3,Civilians (Afghanistan),Women (Afghanistan),7,37,Southern Asia,Afghanistan,Kabul,Shakardara,,Shakardara,34.6833,68.9833,2,Twitter; TOLO News; Liveuamap,Local partner-New media,"Property destruction: On 20 August 2019 at 1:30am, an unidentified group set a girls' high school on fire in Nasiri village, Shakardara district, Kabul. The MoI blamed the Taliban, but the group denied involvement.",0,1571164373,AFG
2019-08,5731321,4,AFG23740,23740,2019-08-20,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Taliban,,2,,,0,20,Southern Asia,Afghanistan,Kabul,Shakardara,,Shakardara,34.6833,68.9833,2,Bakhtar News Agency,National,"On 20 August 2019, a bomb planted by Taliban destroyed a school for girls, in Shakardara district, Kabul. No information on casualties.",0,1567458863,AFG
2019-08,5734000,887,YEM42272,42272,2019-08-20,2019,1,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,,,0,80,Middle East,Yemen,Sanaa,Nihm,,Al Madid,15.6445,44.4734,2,Yemen News Agency (SABA) - Pro-Houthi,National,"On August 20, a Saudi-led coalition air raid was reported near a school in Nihm district in the northeast of the capital city Sana'a, with no report of fatalities nor injuries.",0,1567459837,YEM
2019-08,5923938,608,PHL8977,8977,2019-08-19,2019,1,Battles,Armed clash,ASG: Abu Sayyaf,,2,Police Forces of the Philippines (2016-) Provincial Mobile Force Company,Police Forces of the Philippines (2016-) Barangay Peacekeeping Action Team,1,12,South-Eastern Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Sulu,Patikul,Patikul,6.0891,121.1052,1,Abante; Sunstar (Philippines),National,"On 19 Aug 2019, in Barangay Igasan, Patikul, Sulu, two policemen from the Provincial Mobile Force Company were wounded following a clash between them and the ASG. The police were escorting teachers to their assigned schools when the attack happened. BPAT reinforced the policemen resulting to another firefight. The teachers were safe in the attack.",0,1567515037,PHL
2019-08,5930341,356,IND60462,60462,2019-08-19,2019,1,Riots,Mob violence,Rioters (India),Students (India),5,Rioters (India),,5,55,Southern Asia,India,Odisha,Balasore,Soro,Soro,21.2878,86.6918,1,Orissa TV,Subnational,"On 19 August, students of a college in Soro and outsiders clashed in Soro (Balasore, Odisha) for an unknown reason. Three students sustained injuries and two outsider rioters were arrested. [size=no report]",0,1567533972,IND
2019-08,5930342,356,IND60463,60463,2019-08-19,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,,,0,50,Southern Asia,India,Odisha,Gajapati,Paralakhemundi,Paralakhemundi,18.7782,84.0939,1,Orissa TV,Subnational,"On 19 August, students of a college in Paralakhemundi (Gajapati, Odisha) staged a demonstration demanding re-evaluation of 1st and 3rd semester examination papers. The students also allegedly vandalised the college property. [size=no report]",0,1567533972,IND
2019-08,6230030,434,LBY8402,8402,2019-08-18,2019,1,Battles,Armed clash,Pro-Haftar Faction and/or Military Forces of United Arab Emirates (2004-),,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,West,Misrata,,Misratah,32.3754,15.0925,1,Libya Observer; Ean Libya Limited; Anadolu Agency; Xinhua,National-International,"On August 18, LNA or UAE forces carried out airstrikes on Misratah Air College, GNA forces responded by downing a UAE drone.",0,1572403609,LBY
2019-08,5726456,566,NIG15200,15200,2019-08-18,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Teachers (Nigeria),7,37,Western Africa,Nigeria,Plateau,Bokkos,,Tangu,9.2775,9.0029,2,Nigeria Punch,National,"On August 18th, unknown gunmen killed a senior secondary school teachers union leader in Ngoksar village and a second civilian who was fleeing the attack at the nearby area of Tangu (Plateau state, coordinates for Tangu used at prec2).",2,1567450155,NGA
2019-08,5731218,4,AFG23637,23637,2019-08-18,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Afghanistan (2004-),,1,Civilians (Afghanistan),Students (Afghanistan); Muslim Group (Afghanistan),7,17,Southern Asia,Afghanistan,Faryab,Maymana,,Maymana,35.9213,64.7841,3,Voice of Jihad,Other,"On 18 August 2019 in the afternoon, Afghan military forces bombarded (assumed with heavy weapons) a madrasa (school) and mosque in the center of Khaibar district, Faryab. The buildings and all books inside were completely destroyed.",0,1567458863,AFG
2019-08,5733936,887,YEM42208,42208,2019-08-18,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,Operation Restoring Hope,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Engineering College,14.8050,42.9960,1,Ansar Allah,National,"On August 18, anti-Houthi National Resistance and Saudi-led coalition forces reportedly fired weapons of various calibers at the engineering college on the northeastern outskirts of Hodeidah Red Sea port city, western Yemen, with no report of fatalities nor injuries.",0,1567459837,YEM
2019-08,5928706,50,BGD16471,16471,2019-08-18,2019,1,Riots,Mob violence,Rioters (Bangladesh),Health Workers (Bangladesh),5,Rioters (Bangladesh),Health Workers (Bangladesh),5,55,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.7104,90.4074,1,Daily Star (Bangladesh),National,"On Aug 18, at least 10 people were injured when health workers of two departments of Dhaka Medical College and Hospital clashed on campus in Dhaka city, over a matter related to collecting blood reports. [size=at least 10]",0,1567533969,BGD
2019-08,5975920,434,LBY8389,8389,2019-08-17,2019,1,Explosions/Remote violence,Air/drone strike,Pro-Haftar Faction and/or Military Forces of United Arab Emirates (2004-),,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,West,Misrata,,Misratah,32.3754,15.0925,1,Libya EN; Address Libya; Libya 24,Other-Subnational,"On August 17, LNA or UAE conducted airstrike allegedly targeting GNA drone hangars at Misrata Air College.",0,1568673919,LBY
2019-08,5733916,887,YEM42183,42183,2019-08-17,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Engineering College,14.8050,42.9960,1,Ansar Allah,National,"On 17 August, anti-Houthi National Resistance Forces reportedly fired artillery and machine guns at the Engineering College and 50 Street areas of Al Hali district, northeast of Hudaydah city, western Yemen. No fatalities nor injuries reported.",0,1567459837,YEM
2019-08,5733918,887,YEM42185,42185,2019-08-17,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Street 50,14.7939,42.9994,1,Ansar Allah,National,"On 17 August, anti-Houthi National Resistance Forces reportedly fired artillery and machine guns at the Engineering College and 50 Street areas of Al Hali district, northeast of Hudaydah city, western Yemen. No fatalities nor injuries reported.",0,1567459837,YEM
2019-08,5923932,608,PHL8971,8971,2019-08-17,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Government of the Philippines (2016-); Teachers (Philippines),7,37,South-Eastern Asia,Philippines,Zamboanga Peninsula,Zamboanga del Sur,Zamboanga City,Zamboanga City,6.9102,122.0738,1,ABS CBN; Manila Times; Sunstar (Philippines),National,"On 17 Aug 2019, in Zamboanga City, Zamboanga del Sur, unidentified motorcycle-riding assailants shot and seriously wounded a barangay chairperson of Barangay Pisak-pisak, Tabuan-Lasa, Basilan in an ambush. The chairperson's companion, a professor at the Basilan State College, was unharmed.",0,1567515037,PHL
2019-08,5930109,356,IND60296,60296,2019-08-17,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Manipur,Imphal West,Imphal,Imphal,24.7908,93.9302,1,Imphal Free Press,Subnational,"On 17 August, a clash broke out between police personnel and students of Imphal College in Imphal city (Imphal West district, Manipur) after police fired tear gas shells at a silent rally which was organised by the students to demand justice in regard with the case of N.Babysana. [size=no report]",0,1567533972,IND
2019-08,5930253,356,IND60369,60369,2019-08-17,2019,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Teachers (India),7,57,Southern Asia,India,Meghalaya,West Garo Hills,Selsella,Phulbari,25.8848,90.0252,1,Meghalaya Times,Subnational,"On 17 August, a mob attacked a school teacher family in Phulbari village of Selsella Tehsil (West Garo Hills district, Meghalaya) over an argument with the teacher. 3 people including 1 women were injured in the attack. [size=no report]",0,1567533972,IND
2019-08,5929907,356,IND60220,60220,2019-08-16,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (India),,3,Civilians (India),Teachers (India); Labour Group (India); Students (India),7,37,Southern Asia,India,Assam,Kamrup Metropolitan,Guwahati,Guwahati,26.1892,91.7722,1,Assam Tribune,Subnational,"On 16 August, an unidentified group of people abducted a school teacher from Shanti Niketan High School in Guwahati city (Kamrup Metropolitan, Assam). The teacher was later rescued by Guwahati police from the Assam-Arunachal Pradesh border area.",0,1567533972,IND
2019-08,5931053,524,NEP6424,6424,2019-08-16,2019,1,Riots,Violent demonstration,Rioters (Nepal),,5,,,0,50,Southern Asia,Nepal,West,Gandaki,Gorkha,Gorkha,28.0024,84.6201,2,Annapurna Post,National,"On August 16, locals demonstrated by erecting stone barricades to obstruct vehicular movement along Abukhairini-Gorkha road section near Gorkha area (Gorkha district, Gandaki), after an employee of the Mankamana Deaf Residential Secondary School was found dead in a suspicious manner. The locals demanded serious investigation into the death of the employee. [size=no report]",0,1567533973,NPL
2019-08,5931855,586,PAK52324,52324,2019-08-16,2019,1,Riots,Mob violence,Rioters (Pakistan),Thatha Peera Communal Group (Pakistan),5,Civilians (Pakistan),Teachers (Pakistan),7,57,Southern Asia,Pakistan,Punjab,Hafizabad,Hafizabad,Hafizabad,32.0678,73.6854,2,Dawn (Pakistan),National,"On August 16, a landlord and his accomplices attacked and injured a teacher with clubs for resisting the attempts from the landlord to grab the land of the Government Primary School, Thatha Peera, Kaleki Mandi in Hafizabad district (Hafizabad, Punjab). [size=no report]",0,1567533974,PAK
2019-08,5733854,887,YEM42121,42121,2019-08-15,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Engineering College,14.8050,42.9960,1,NTH News,National,"On 15 August, anti-Houthi National resistance Forces reportedly fired artillery and machine guns at the Engineering College in Al Hali district, northeast of Hudaydah city, western Yemen. No fatalities nor injuries reported.",0,1567459837,YEM
2019-08,5923397,104,MMR8534,8534,2019-08-15,2019,1,Violence against civilians,Attack,Military Forces of Myanmar (2016-),,1,Civilians (Myanmar),Teachers (Myanmar); Prisoners (Myanmar),7,17,South-Eastern Asia,Myanmar,Rakhine,Maungdaw,Buthidaung,Buthidaung,20.8754,92.5272,1,Development Media Group,Subnational,"On 15 August 2019, in Buthidaung Township, in Rakhine State, a primary school teacher who was detained by the Myanmar military around 9-10 August had to be sent to the military hospital for the treatment as he was beaten during the interrogation.",0,1567515036,MMR
2019-08,5923912,608,PHL8941,8941,2019-08-15,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Students (Philippines),7,37,South-Eastern Asia,Philippines,Central Visayas,Negros Oriental,Sibulan,Sibulan,9.3584,123.2850,1,Negros Chronicle; Philippine Daily Inquirer; Philippine Star,Subnational-National,"On 15 Aug 2019, in Barangay Bolocboloc, Sibulan, Negros Oriental, during a series of killings in the province, another civilian was shot and stabbed dead by unidentified motorcycle-riding assailants. The victim was a Grade 11 student and was on his way to school when the attack occurred.",1,1567515037,PHL
2019-08,5930097,356,IND60207,60207,2019-08-15,2019,1,Riots,Mob violence,Rioters (India),Abhana Communal Group (India),5,Civilians (India),Abhana Communal Group (India),7,57,Southern Asia,India,Odisha,Balasore,Soro,Soro,21.2878,86.6918,2,Odisha Sun Times,Subnational,"On 15 August, headmaster of a school was beaten up by a family during Independence Day celebrations at his school in Abhana under Soro police limits (Balasore, Odisha) over a land dispute. [size=no report]",0,1567533972,IND
2019-08,5931050,524,NEP6421,6421,2019-08-15,2019,1,Riots,Mob violence,Rioters (Nepal),,5,Civilians (Nepal),,7,57,Southern Asia,Nepal,East,Koshi,Morang,Biratnagar,26.4551,87.2701,2,Blast Khabar,National,"On August 15, a youth was assaulted by four individuals close to the Manmohan Polytechnic College in Hattimuda locality of Budhiganga Rural Municipality near Biratnagar area (Morang district, Koshi). The youth sustained injuries following the incident. Further investigation of the incident is underway. [size=4]",0,1567533973,NPL
2019-08,5976364,434,LBY8370,8370,2019-08-14,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,West,Misrata,,Misratah,32.3754,15.0925,1,Libya 24,National,"On August 14, LNA claimed to have destroyed GNA air defences at Misratah Air College by an airstrike.",0,1568673921,LBY
2019-08,5726760,710,SAF11469,11469,2019-08-14,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Eastern Cape,OR Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,Daily Dispatch (South Africa),National,"14 August. Students from the King Sabata Dalindyebo FET college's Zimbane campus in Mthatha demonstrated since Tuesday over National Student Financial Aid Scheme (NSFAS) allowances and placement for practical training grievances. The demonstrators clashed with police, leaving three students injured. Students threw stones at security personnel. A guard room was petrol bombed. [size=no report].",0,1567450155,ZAF
2019-08,5730998,4,AFG23417,23417,2019-08-14,2019,2,Explosions/Remote violence,Remote explosive/landmine/IED,Taliban,,2,Civilians (Afghanistan),Teachers (Afghanistan),7,27,Southern Asia,Afghanistan,Ghazni,Jeghatoo,,Jeghatoo,33.5748,68.1941,2,Bakhtar News Agency,National,"Reported on 14 August 2019 as happening the other day, a roadside mine exploded on a civilian vehicle in Jaghatoo district, Wardak, along the Kabul-Kandahar highway. The car carried a Kandahar University professor and his family. 5 civilians were killed and 3 were injured. Officials blamed the Taliban.",5,1567458863,AFG
2019-08,5930041,356,IND60149,60149,2019-08-14,2019,1,Riots,Mob violence,Rioters (India),Teachers (India),5,Civilians (India),Journalists (India),7,57,Southern Asia,India,Tripura,West Tripura,Agartala,Agartala,23.8330,91.2864,1,Indian Express,National,"On 14 August, a mob lead by a suspended teacher from Tripura University attacked a newspaper's company office in Agartala town (West Tripura district, Tripura) after journalists of the company had spread a video with the teacher. Two journalists were injured in the attack. [size=no report]",0,1567533972,IND
2019-08,5930063,356,IND60171,60171,2019-08-14,2019,1,Riots,Mob violence,Rioters (India),BJP: Bharatiya Janata Party; Students (India),5,Rioters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),5,55,Southern Asia,India,Goa,North Goa,Panaji,Panaji,15.4957,73.8262,1,Times of India,National,"On August 14, Akhil Bharatiya Vidyarthi Parishad (ABVP) and BJP's student body clashed over the Goa University student council elections in Panaji (North Goa, Goa). ABVP, a right-wing student's body filed a complaint alleging that a BJP affiliated female student at the university attacked two ABVP members and stole a student's smartphone. [size=no report]",0,1567533972,IND
