month,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#date+month,#event+id,,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
2019-03,5599992,356,IND47785,47785,2019-03-07,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Gujarat,Surat,Surat,Surat,21.1959,72.8302,1,Times of India,National,"On 7 March, an ongoing demonstration by students of Prabhat Tara School and their parents turned violent at Tadwadi locality in Surat city (Gujarat). Rioters vandalised the school which led to the police intervene. Students had been demanding permission for the 54 students of Class X and XII to appear in ongoing board exam. [size=no report]",0,1563366772,IND
2019-03,5646581,360,IDN577,577,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (Indonesia),Farmers (Indonesia); Students (Indonesia),5,Police Forces of Indonesia (2014-),,1,15,South-Eastern Asia,Indonesia,Southeast Sulawesi,Kendari,Kendari,Kendari,-3.9778,122.5150,1,Mongabay,Other,"On 6 March 2019, farmers and students staged a demonstration march from Halu Oleo University to the governor's office in Kendari city, Southeast Sulawesi province, to protest against the mining activity on the island of Wawonii. They managed to get into the courtyard of the building and the police responded by firing tear gas into the crowd, scattering the demonstrators. A video showed officers chasing down and thrashing a young demonstrator with iron rods. The total injured included four policemen, four students and three farmers from Wawonii. [size=no report]",0,1563908692,IDN
2019-03,5920704,710,SAF10778,10778,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa); Teachers (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Cacadu,Sundays River Valley,Paterson,-33.4406,25.9741,1,GroundUp; Citizen (South Africa); African News Agency,National,"06 March. Parents and students staged from Sandisulwazi Secondary School, Paterson, staged a protest over the shortage of teachers at the school. The N10 road was blocked with burning rubble. Members of the Public Order Police (POPs) unit was deployed to disperse the crowd. [size=300].",0,1567465430,ZAF
2019-03,5599811,356,IND47603,47603,2019-03-06,2019,1,Violence against civilians,Attack,INSO: India National Students' Organisation,Students (India),3,Civilians (India),INSO: India National Students' Organisation; Students (India),7,37,Southern Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Hindustan Times,National,"On 6 March, a man was shot dead and three others injured in Sector 49 in Chandigarh city (Chandigarh) by unidentified persons. The attack is believed to be connected to a rivalry over control of the Indian National Student Organisation at DAV College.",1,1563366762,IND
2019-03,5599840,356,IND47632,47632,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Private Security Forces (India),Civilians (India),8,58,Southern Asia,India,Kerala,Kozhikode,Kozhikode,Kozhikode,11.2480,75.7804,1,The Hindu,National,"On 6 Mar, in Kozhikode (Kozhikode, Kerala), a principal of the Government Medical College, including security staff, was assaulted by a Medical College Students' Union chairman and members during a demonstration on campus, demanding the principal to correct the minutes of a meeting which portrayed a particular session on the campus as ""anti-national."" Students denied the allegations. [size=no report]",0,1563366762,IND
2019-03,5599847,356,IND47639,47639,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Bihar,Gaya,Gaya,Gaya,24.7957,84.9996,1,Hindustan Times,National,"On 06 March, students of Magadh University burnt a Bihar State Road Transport bus in Gaya town (Bihar) during a demonstration against the delay in declaration of graduation results even after six months of examinations. Police used force to disperse the rioters. [size=no report]",0,1563366762,IND
2019-03,5646865,458,MYS273,273,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (Malaysia),Students (Malaysia),5,Police Forces of Malaysia (2018-),,1,15,South-Eastern Asia,Malaysia,Penang,Central Seberang Perai,,Bukit Mertajam,5.3630,100.4667,1,Malay Mail,National,"On 6 March 2019, a group of 22 families of tenants, including school children, who were evicted from the Taman Manggis people's housing project staged a demonstration in front of the project in Bukit Mertajam city, Central Seberang Perai district, Penang state. The demonstration became confrontational when officers from the state housing department came to seal the units and the tenants tried to stop the officers by blocking the entrances. Some of the residents were arrested for the disturbance. [size=22 families]",0,1563908692,MYS
2019-03,5609050,586,PAK47998,47998,2019-03-06,2019,1,Strategic developments,Looting/property destruction,JUD: Jamaat-ud-Dawa,FIF: Falah-i-Insaniat,3,Government of Pakistan (2018-),Police Forces of Pakistan (2018-),1,13,Southern Asia,Pakistan,Sindh,Karachi City,Karachi East,Karachi,24.9056,67.0822,3,Dawn (Pakistan),National,"Property seizure: On March 6, reportedly in a bid to crackdown proscribed organizations under the National Action Plan (NAP), the government agencies took over 31 schools, 16 madrassahs and 9 hospitals belonging to Jamaat-ud-Dawa (JuD) and Falah-i-Insaniyat (FIF) from Karachi, Hyderabad, Matiari, Jamshoro, Mirpukhas, Sanghar, Tando Allahyar, Badin, Tharparkar and other area of Sindh province (provincial capital coded) (Karachi, Sindh).",0,1563366790,PAK
2019-03,5609052,586,PAK48000,48000,2019-03-06,2019,1,Strategic developments,Looting/property destruction,JUD: Jamaat-ud-Dawa,FIF: Falah-i-Insaniat,3,Government of Pakistan (2018-),Police Forces of Pakistan (2018-),1,13,Southern Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,3,Dawn (Pakistan),National,"Property seizure: On March 6, government and law enforcement agencies took control over offices, schools and seminaries belonging to JUD and FIF in Quetta, Pishin, Chaman and Hub area of Balochistan province (provincial capital coded) (Quetta, Balochistan).",0,1563366790,PAK
2019-03,5599989,356,IND47782,47782,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Civilians (India),Teachers (India),7,57,Southern Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On March 6, students of MA journalism and mass communication staged a demonstration and kept their teachers confined in Jadavpur University, in Kolkata city (Kolkata, West Bengal), alleging anomaly in evaluation of answer scripts. [size=no report]",0,1563366772,IND
2019-03,5902901,710,SAF10779,10779,2019-03-06,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa); SASCO: South Africa Students Congress,5,,,0,50,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Port Elizabeth,-33.9180,25.5701,1,Algoa FM; Herald (South Africa),Subnational,"07 March. Students, led by SASCO, at the Nelson Mandela Bay University, Port Elizabeth, blocked all entrances of the campus with rocks and branches in protest over students not being able to register due to financial constraints. [size=400].",0,1567462432,ZAF
2019-03,6119594,120,CAO2062,2062,2019-03-05,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Students (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Mimi Mefo,New media,"05 March. Ambazonian separatists kidnap 3 students from Bamenda University in Bamenda of Mezam, releasing them 2 days later.",0,1571164633,CMR
2019-03,5647605,275,PSE4827,4827,2019-03-05,2019,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Civilians (Palestine),Students (Palestine),7,57,Middle East,Palestine,West Bank,Salfit,,Urif,32.1595,35.2223,1,Ma'an News Agency,National,"On March 5 2019, approximately 50 Israeli Settlers from the Yitzhar Settlement attacked a school in Urif, in the northern occupied West Bank district of Nablus. Israeli Settlers threw rocks which injured one student and damaged three vehicles. The school was forced to dismiss classes for the 11th time this year. [size=about 50]",0,1563908693,PSE
2019-03,5587820,50,BGD14666,14666,2019-03-05,2019,1,Riots,Mob violence,Rioters (Bangladesh),Students (Bangladesh),5,Police Forces of Bangladesh (2009-),,1,15,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Sutrapur,23.7127,90.4198,1,New Nation (Bangladesh),National,"On Mar 5, students of Jagannath University vandalized a police van after a scuffle broke-out between students and police personnel following beating of a student by police in Tatipara area (Sutrapur, Dhaka). Several people were hurt in the clash. [size=no report]",0,1563366745,BGD
2019-03,6119676,120,CAO2064,2064,2019-03-05,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Students (Cameroon); Teachers (Cameroon),7,37,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.6921,9.2097,1,Mimi Mefo,New media,05 March. An unidentified armed group attacks the Cameroon College of Arts and Sciences in Kumba of Ekondo Titi. Staff and students are required to leave the campus but no reports of civilian casualties.,0,1571164633,CMR
2019-03,6074053,180,DRC13912,13912,2019-03-05,2019,1,Violence against civilians,Attack,Police Forces of Democratic Republic of Congo (2019-),Military Forces of Democratic Republic of Congo (2019-),1,Civilians (Democratic Republic of Congo),,7,17,Middle Africa,Democratic Republic of Congo,Sud-Kivu,Mwenga,Luwindja,Cibanda,-2.8264,28.7263,1,Kivu Security Tracker,Local partner-Other,"05 March 2019. Police and soldiers shot and killed a man in Cibanda, Mwenga (coordinates for Cibanda school used prec1), after he resisted arrest. The security forces injured five other youth.",1,1571164567,COD
2019-03,4556219,384,CDI1827,1827,2019-03-04,2019,1,Violence against civilians,Attack,Militia (Students),Students (Ivory Coast),3,Civilians (Ivory Coast),Students (Ivory Coast),7,37,Western Africa,Ivory Coast,District Autonome D'Abidjan,Abidjan,Abidjan,Marcory,5.3120,-3.9936,1,Soir Info,National,"On March 4, in Marcory, a group of students and people armed with machetes prevented some Isfop and Loko students from accessing their schools. Some were reportedly beaten and their phones stolen. [size=no report]",0,1552576390,CIV
2019-03,4556221,384,CDI1829,1829,2019-03-04,2019,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast),5,Civilians (Ivory Coast),Police Forces of Ivory Coast (2011-),7,57,Western Africa,Ivory Coast,District Autonome D'Abidjan,Abidjan,Abidjan,Koumassi,5.2972,-3.9675,1,Soir Info,National,"On March 4, in Koumassi, a group of highschool students, helped with other young people from the area, forced Bad middleschool students and Modern Highschool students to leave their classes, throwing rocks at them. Rioters protested against the national strike in the public education sector which has led to an interruption of most public schools. Police Forces interfered to disperse them. [size=no report]",0,1552576390,CIV
2019-03,5569526,710,SAF10768,10768,2019-03-04,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,eNCA (South Africa); Boksburg advertiser,Subnational-National,04 March. Students protested at the Tshwane University of Technology (TUT) in protest against NSFAS-funded meal allowances for off-campus students. Tyres were set alight. Police used stun grenades to disperse the students [size=no report].,0,1563305278,ZAF
2019-03,4556256,710,SAF10771,10771,2019-03-04,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,Mbombela,Nelspruit,-25.4667,30.9667,1,Mpumalanga News,Subnational,04 March. Students from the University of Mpumalanga blocked the entrances of the campus with burning tyres in protest over the increase of off-campus accommodation. [size=no report].,0,1552576390,ZAF
2019-03,4556268,800,UGA5391,5391,2019-03-04,2019,1,Riots,Violent demonstration,Rioters (Uganda),Students (Uganda),5,,,0,50,Eastern Africa,Uganda,Omoro,Omoro,Koro,Koro,2.7167,32.3167,2,URN (Uganda),National,"On March 4th, students burnt down parts of a school at an unspecified location in Koro sub-district (Omoro district), in protest at the removal of three staff members, and inadequate rations. Seven students were subsequently arrested.",0,1552576390,UGA
2019-03,6035465,275,PSE4821,4821,2019-03-04,2019,1,Riots,Mob violence,Military Forces of Israel (2009-),,8,Rioters (Palestine),,5,58,Middle East,Palestine,West Bank,Al Quds,,Abu Dis,31.7622,35.2617,1,Twitter; Liveuamap,Local partner-New media,"On March 4 2019, clashes broke out between Palestinians and Israeli forces near Al-Quds University in Abu Dis town. Palestinians threw stones at Israeli soldiers. No injuries were reported. [size=no report]",0,1571164385,PSE
2019-03,5611522,144,SRI3179,3179,2019-03-03,2019,1,Riots,Mob violence,Rioters (Sri Lanka),Students (Sri Lanka),5,Rioters (Sri Lanka),Students (Sri Lanka),5,55,Southern Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Sunday Observer (Sri Lanka),National,"On March 3, a clash took place between old boys of St. Peter's College and St. Joseph's College on the final day of their annual big match at the P Sara Oval in Colombo city. At least four spectators were injured. In the commotion a fire cracker exploded among the crowd. [size=no report]",0,1563366793,LKA
2019-03,5587799,50,BGD14645,14645,2019-03-01,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.3740,88.6011,2,Prothom Alo,National,"On Mar 1, at least three activist of BCL were injured in infighting at Rajshahi university in Rajshahi city over a cricket match. [size=no report]",0,1563366745,BGD
2019-03,4557477,710,SAF10760,10760,2019-03-01,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa); EFF: Economic Freedom Fighters,5,,,0,50,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2000,1,News24 (South Africa),National,"01 March. Protest action, led by the EFFSC, have been reported at the University of the Free State (UFS). Rubbish have been thrown out of the bins during the protest [size=no report].",0,1552576391,ZAF
2019-03,5926808,356,IND47412,47412,2019-03-01,2019,1,Riots,Violent demonstration,Rioters (India),MSF: Muslim Students Federation; SFI: Students Federation of India; Muslim Group (India); Students (India); Journalists (India); Civilians (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Kerala,Malappuram,Malappuram,Malappuram,11.0401,76.0823,2,Deccan Chronicle,National,"On 1 Mar, in Malappuram district (Kerala), MSF activists in Calicut University staged a demonstration against the alleged sidelining of the their members in the ongoing C Zone youth festival. Several (7 police, students, and 3 journalists) were injured in stone-pelting and clashes with the SFI and were admitted to a hospital. MSF were later arrested. [size=no report]",0,1567533966,IND
2019-02,6012942,710,SAF10749,10749,2019-02-28,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,Ethekwini,Durban,-29.8579,31.0292,1,SA News,National,"28-29 February. Students from the University of KwaZulu-Natal blocked Hospital Road, Durban, by burning mattresses and various other items including a fridge. The protest was in response to living conditions at university residences. Police was called onto the scene to disperse the protesting students. [size=no report].",0,1569881462,ZAF
2019-02,5587797,50,BGD14643,14643,2019-02-28,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Chittagong,Chittagong,Chittagong,Chittagong,22.3571,91.7823,1,United News of Bangladesh,National,"On Feb 28, at least three activists of BCL were injuring during a clash between two rioting factions of BCL over the annual sports games at Government Haji Mohammad Mohsin College in Chittagong town. Police brought the situation under control. [size=no report]",0,1563366745,BGD
2019-02,5935061,356,IND47258,47258,2019-02-28,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Haryana,Kurukshetra,Thanesar,Thanesar,29.9732,76.8321,1,Chandigarh Tribune,Subnational,"On February 28, several student bodies demonstrated on campus of the Kurukshetra University at Thanesar (Kurukshetra, Harayan) to demand a meeting with the VC. Some students who tried to forcefully enter the VC office were removed and 44 of them detained by police. [size=no report]",0,1567539379,IND
2019-02,5599473,356,IND47260,47260,2019-02-28,2019,1,Riots,Mob violence,Rioters (India),Catholic Christian Group (India),5,Rioters (India),Catholic Christian Group (India),5,55,Southern Asia,India,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,The Hindu,National,"On 28 Feb, in Coimbatore city (Coimbatore, TN), members of the Coimbatore Diocese of the Church of South India (CSI) assaulted one another with iron rods and wooden logs over the appointment of principal to the CSI Boys' Higher Secondary School, injuring a Pastor and Diocese's education wing convener. [size=no report]",0,1563366761,IND
2019-02,5599474,356,IND47261,47261,2019-02-28,2019,2,Riots,Mob violence,Rioters (India),Students (India),5,Rioters (India),Students (India),5,55,Southern Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,Times of India,National,"Assumed on 28 Feb, in Chennai city (Chennai, TN), a group of students from the School of Excellence in Law (SOEL) clashed after a heated argument erupted during a bid to settle a feud that had emerged a few months ago. No further information was provided. [size=no report]",0,1563366761,IND
2019-02,5608812,586,PAK47760,47760,2019-02-28,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),Teachers (Pakistan),7,37,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Karak,Karak,Karak,33.1175,71.0935,1,Dawn (Pakistan),National,"On February 28, unidentified armed men shot dead a government primary school teacher near the district headquarters hospital in Karak town (Karak, KP).",1,1563366790,PAK
2019-02,5608815,586,PAK47763,47763,2019-02-28,2019,1,Riots,Violent demonstration,Rioters (Pakistan),,5,Police Forces of Pakistan (2018-),,1,15,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Haripur,Haripur,Haripur,34.0011,72.9372,1,Dawn (Pakistan),National,"On February 28, police personnel dispersed local villagers who blocked a road and attempted to torch a bus during a demonstration near Hattar Industrial Estate in Haripur city (Haripur, KP), against the death of a schoolboy after falling from a bus. [size=no report]",0,1563366790,PAK
2019-02,6073850,180,DRC13942,13942,2019-02-28,2019,1,Strategic developments,Looting/property destruction,Mayi Mayi Militia (Raia Mutomboki-Musumbu),,3,Civilians (Democratic Republic of Congo),,7,37,Middle Africa,Democratic Republic of Congo,Sud-Kivu,Shabunda,Wakabango,Lusenge,-3.6076,27.1297,1,Kivu Security Tracker,Local partner-Other,"28 February 2019. The Raia Mutomboki Musumbu set a primary school office on fire in Lusenge, Shabunda.",0,1571164566,COD
2019-02,6012743,450,MAG1212,1212,2019-02-28,2019,1,Riots,Violent demonstration,Rioters (Madagascar),Students (Madagascar),5,Military Forces of Madagascar (2019-) Gendarmerie,,1,15,Eastern Africa,Madagascar,Analamanga,Antananarivo Renivohitra,,University of Antananarivo,-18.9153,47.5562,1,L'Express de Madagascar; Midi Madagasikara,National,"25-28 February. Students of Antananarivo University Polytechnic School riot over poor living conditions by blocking RN1, burning tires and making stone blockades outside of the university gate in Vontovorona area of Antananarivo. Gendarmerie fire tear gas, with reports of security forces using rubber bullets and arresting students with some injuries reported to journalists and students. [size=no report]",0,1569881462,MDG
2019-02,6134657,108,BUR8630,8630,2019-02-28,2019,1,Violence against civilians,Attack,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),Teachers (Burundi),7,37,Eastern Africa,Burundi,Kirundo,Kirundo,Centre-Urbain,Kirundo,-2.5845,30.0959,1,Undisclosed Source,Local partner-Other,"28 February. An Imbonerakure militia member stabbed a school administrator who caught him stealing in Kirundo. The population attempted to catch the attacker but his brother, who is also an Imbonerakure member, helped him escape.",0,1571260125,BDI
2019-02,5599421,356,IND47208,47208,2019-02-27,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),Labour Group (India),3,Civilians (India),Journalists (India),7,37,Southern Asia,India,Jharkhand,Ranchi,Ranchi,Ranchi,23.3432,85.3094,1,Telegraph (India),National,"On 27 Feb, two employees of Ranchi University assaulted two journalists who went to the campus in Ranchi city (Jharkhand) to cover students' unrest over regular delays in opening the examination department counter.",0,1563366761,IND
2019-02,6012742,450,MAG1209,1209,2019-02-27,2019,1,Riots,Violent demonstration,Rioters (Madagascar),Students (Madagascar),5,Military Forces of Madagascar (2019-) Gendarmerie,,1,15,Eastern Africa,Madagascar,Analamanga,Antananarivo Renivohitra,,University of Antananarivo,-18.9153,47.5562,1,Midi Madagasikara; L'Express de Madagascar,National,"25-28 February. Students of Antananarivo University Polytechnic School riot over poor living conditions by blocking RN1, burning tires and making stone blockades outside of the university gate in Vontovorona area of Antananarivo. Gendarmerie fire tear gas, with reports of security forces using rubber bullets and arresting students with some injuries reported to journalists and students. [size=no report]",0,1569881462,MDG
2019-02,5559800,384,CDI1824,1824,2019-02-26,2019,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast); FESCI: Student Federation of Ivory Coast,5,,,0,50,Western Africa,Ivory Coast,District Autonome D'Abidjan,Abidjan,Abidjan,Cocody,5.3350,-4.0040,1,Agence de Presse Africaine; Soir Info; Ivoire Soir,National-Regional,"On Feb 26, around 3,000 FESCI students marched in Cocody to demand the restart of classes, following an ongoing national strike in the public sector which has led to an interruption of school. Protesters allegedly damaged several SOTRA buses and beat up a SOTRA worker (FESCI's leaderdenied this allegation). [size=3000]",0,1563305267,CIV
2019-02,5599342,356,IND47128,47128,2019-02-26,2019,1,Riots,Mob violence,Rioters (India),Students (India),5,Rioters (India),Teachers (India),5,55,Southern Asia,India,Punjab,Ludhiana,Jagraon,Gag Kalan,30.9575,75.5104,1,Hindustan Times,National,"On February 26, two persons were injured when supporters of a teacher and a student clashed outside a school in Gag Kalan (Ludhiana, Punjab). [size=no report]",0,1563366761,IND
2019-02,5599345,356,IND47131,47131,2019-02-26,2019,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Kashmiri Communal Group (India); Muslim Group (India); Students (India),7,57,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Kashmir Monitor,Subnational,"On 26 Feb, a mob with sticks and iron rods raided the Government Medical College hostel in Jammu city (J&K) and smashed windows as they attempted to reach Muslim and Kashmiri students who had barricaded themselves inside. No injuries were reported. [size=no report]",0,1563366761,IND
2019-02,5605332,524,NEP4921,4921,2019-02-26,2019,1,Riots,Mob violence,Rioters (Nepal),Students (Nepal),5,Police Forces of Nepal (2015-),,1,15,Southern Asia,Nepal,West,Gandaki,Kaski,Pokhara,28.2669,83.9685,1,INSEC,Other,"On February 26, students clashed with the police at Gandaki Medical College in Pokhara city (Kaski district, Gandaki), when the police tried to open the padlocked medical college. Three students were injured in the incident. [size=no report]",0,1563366785,NPL
2019-02,4558528,800,UGA5385,5385,2019-02-26,2019,1,Battles,Armed clash,Unidentified Armed Group (Uganda),,3,Private Security Forces (Uganda),,8,38,Eastern Africa,Uganda,Wakiso,Busiro,Kyengera Town Council,Kyengera,0.2903,32.5014,1,URN (Uganda),National,"On Feb 26th, two security guards (assumed armed) were attacked and killed by an unknown group at a school in Kyengera (Wakiso), using bladed weapons. One person has been arrested in connection with the attack.",0,1552576395,UGA
2019-02,4558529,800,UGA5386,5386,2019-02-26,2019,1,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Eastern Africa,Uganda,Butaleja,Bunyole,Mazimasa,Kapisa,0.9471,34.0590,1,URN (Uganda),National,"On Feb 26th, police fired live ammunition at a group which had moved in to occupy contested land at a college in Kapisa parish (Butaleja district). The group (coded as rioters) had destroyed a tractor on the land when they entered it. [size=no report]",0,1552576395,UGA
2019-02,6012741,450,MAG1208,1208,2019-02-26,2019,1,Riots,Violent demonstration,Rioters (Madagascar),Students (Madagascar),5,Military Forces of Madagascar (2019-) Gendarmerie,,1,15,Eastern Africa,Madagascar,Analamanga,Antananarivo Renivohitra,,University of Antananarivo,-18.9153,47.5562,1,L'Express de Madagascar; Midi Madagasikara; News Mada,National,"25-28 February. Students of Antananarivo University Polytechnic School riot over poor living conditions by blocking RN1, burning tires and making stone blockades outside of the university gate in Vontovorona area of Antananarivo. Gendarmerie fire tear gas, with reports of security forces using rubber bullets and arresting students with some injuries reported to journalists and students. [size=no report]",0,1569881462,MDG
2019-02,5119247,710,SAF10737,10737,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Amathole,Mnquma,Butterworth,-32.3333,28.1500,1,Daily Dispatch (South Africa),National,25 February. Protesting students have clashed with the police and security guards at the Walter Sisulu University Butterworth campus. Students threw stones at the police and the police fired rubber bullets towards the students. The protesting students are demanding better accommodation. [size=1000].,0,1554749631,ZAF
2019-02,5119248,710,SAF10738,10738,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch (South Africa),National,"25 February. Protesting students have clashed with the police and security guards at the Buffalo City Technical Vocational Education Training (TVET) College, East London. Students protested outside the main campus and set alight some rubble. The police fired rubber bullets towards the students. The protesting students are demanding better accommodation. [size=no report].",0,1554749631,ZAF
2019-02,5599267,356,IND47053,47053,2019-02-25,2019,1,Violence against civilians,Attack,Unidentified Caste Militia (India),,4,Civilians (India),Dalit Caste Group (India); Students (India),7,47,Southern Asia,India,Tamil Nadu,Tirunelveli,Palayamkottai,Munnirpallam,8.6850,77.6987,1,The Hindu,National,"On 25 Feb, at Munnirpallam in Palayamkottai tehsil (Tirunelveli, TN), at least five persons hacked to death a polytechnic college student after a heated argument erupted between the two communities of caste groups they belong to (the student is from the Dalit group). [size=no report]",0,1563366761,IND
2019-02,5935041,356,IND47059,47059,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (India),Teachers (India),5,Civilians (India),Government of India (2014-),7,57,Southern Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Chandigarh Tribune,Subnational,"On February 25, hundreds of agitating teachers held the DEO and Education Officials hostage and locked the main gate of a school in Patiala town (Patiala, Punjab) to oppose the transfer of six union leaders for boycotting the Paro Punjab Paraho Punjab programme. Police met the demonstrators to try and diffuse the situation. [size=hundreds]",0,1567539379,IND
2019-02,5935015,356,IND47060,47060,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (India),,5,Civilians (India),Government of India (2014-),7,57,Southern Asia,India,Punjab,Patiala,Patiala,Daun Khurd,30.4208,76.4464,1,Chandigarh Tribune,Subnational,"On February 25, villagers held a sit-in demonstration and locked the school gate, refusing to let Education Department officials leave, at the Government Elementary School in Daun Khurd (Patiala, Punjab) to demand that the transfer order of a teacher be cancelled. The police tried to talk to demonstrators to no avail. [size=no report]",0,1567539379,IND
2019-02,5954834,356,IND47394,47394,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (India),,5,Civilians (India),Labour Group (India),7,57,Southern Asia,India,Bihar,Patna,Patna,Patna,25.5941,85.1356,1,Patna Daily,Subnational,"On 25 Feb, rioters destroyed a school bus that ran over a school girl in Patna city (Bihar) demanding immediate arrest of the driver. [size=no report]",0,1567539403,IND
2019-02,6012740,450,MAG1207,1207,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (Madagascar),Students (Madagascar),5,Military Forces of Madagascar (2019-) Gendarmerie,,1,15,Eastern Africa,Madagascar,Analamanga,Antananarivo Renivohitra,,University of Antananarivo,-18.9153,47.5562,1,L'Express de Madagascar; Midi Madagasikara,National,"25-28 February. Students of Antananarivo University Polytechnic School riot over poor living conditions by blocking RN1, burning tires and making stone blockades outside of the university gate in Vontovorona area of Antananarivo. Gendarmerie fire tear gas, with reports of security forces using rubber bullets and arresting students with some injuries reported to journalists and students. [size=no report]",0,1569881462,MDG
